numerical_id,idiom,idiom_literal_translation,idiomatic_meaning,idiomatic_meaning_translation,familiarity,sd_familiarity,n_familiarity,knowledge,sd_knowledge,n_knowledge,knowledge_%,decomposability,n_decomposability,literality,sd_literality,n_literality,predictability_%,n_predictability,valence,sd_valence,n_valence,arousal,sd_arousal,n_arousal,length_in_letters,length_in_words
96,Calentar motores,Warming up engines,Prepararse para hacer algo,Getting ready to do something,4.9523809523809526,1.322,21,6.4,0.91,15,100.0,0.782608695652174,23,6.190476190476191,1.401,21,36.84210526315789,19,5.115384615384615,0.952,26,5.086956521739131,1.857,23,15,2
97,Calentarle la cabeza a alguien,Warming someone's head,Molestar a alguien,Annoying someone,6.0,1.122,28,6.421052631578948,0.838,19,100.0,0.7307692307692307,26,4.315789473684211,2.187,19,45.0,20,2.1052631578947367,0.937,19,3.076923076923077,2.115,26,26,5
98,Callarse como una puta,Shut up like a whore,No revelar una información ,Not revealing information ,5.1,1.861,20,6.3,1.525,20,95.0,0.6190476190476191,21,3.9565217391304346,2.345,23,52.17391304347826,23,2.0,0.97,18,4.2,2.179,25,19,4
99,Cambiar de chaqueta,Change jackets,Cambiar de ideología o de partido político ,Changing ideology or political party ,2.8214285714285716,2.278,28,4.105263157894737,2.079,19,57.89473684210527,0.2608695652173913,23,5.823529411764706,1.704,17,0.0,20,2.5454545454545454,1.695,11,3.625,1.544,16,17,3
100,Cambiar de disco,Change disc,Cambiar de tema de conversación,Changing the subject of conversation,2.4285714285714284,1.568,21,3.2,2.308,20,60.0,0.5384615384615384,26,5.705882352941177,1.724,17,0.0,19,4.0,1.237,18,3.5833333333333335,1.443,12,14,3
101,Cambiar de tercio,Change of third,Cambiar de una cosa a otra,Changing from one thing to another,1.8,1.443,25,4.190476190476191,2.502,21,66.66666666666666,0.08695652173913043,23,2.6666666666666665,2.38,15,0.0,20,3.6666666666666665,0.5,9,3.2857142857142856,0.994,14,15,3
102,Cambiar el agua al canario,Change the canary's water,Orinar,Urinate,2.8,1.936,20,2.85,2.54,20,35.0,0.03571428571428571,28,5.090909090909091,2.114,22,25.0,20,4.3,1.16,10,2.111111111111111,1.132,18,22,5
103,Campar a sus anchas,Camp at your own pace,"Obrar a su antojo, sin miramientos","Acting as he/she pleases, without consideration",5.258064516129032,1.788,31,5.809523809523809,1.327,21,90.47619047619048,0.5238095238095238,21,3.3636363636363638,1.866,22,78.26086956521739,23,4.3,1.342,20,3.761904761904762,1.841,21,16,4
104,Cantar como una almeja,Singing like a clam,Desentonar,To get out of tune,2.142857142857143,1.652,21,4.833333333333333,2.176,18,22.22222222222222,0.2916666666666667,24,2.210526315789474,1.782,19,10.526315789473683,19,2.3333333333333335,1.175,15,2.7,2.029,20,19,4
105,Cantar la caña,Singing the reed,Reprender a alguien,To reprimand someone,1.4642857142857142,1.071,28,1.2105263157894737,0.419,19,5.263157894736842,0.041666666666666664,24,1.9090909090909092,1.514,11,4.3478260869565215,23,4.333333333333333,1.871,9,5.0,1.881,14,12,3
106,Cantar victoria,Singing victory,Alegrarse o jactarse de un éxito,To rejoice or boast about a success,6.133333333333334,1.042,30,6.523809523809524,0.75,21,100.0,0.9565217391304348,23,6.333333333333333,1.39,21,0.0,19,6.310344827586207,1.039,29,5.344827586206897,1.717,29,14,2
107,Cantarle a alguien las cuarenta,Sing to someone the forty,Decirle las verdades,Telling the truth,6.0,1.309,22,6.636363636363637,0.902,22,100.0,0.13043478260869565,23,3.0555555555555554,2.313,18,78.94736842105263,19,2.8,1.756,25,5.037037037037037,2.009,27,27,5
108,Cargar con el mochuelo,To carry the owl,Cargar con la culpa de algo que no se ha hecho,To take the blame for something that has not been done,2.857142857142857,2.351,21,3.5,2.203,18,27.77777777777778,0.09090909090909091,22,4.647058823529412,2.06,17,0.0,17,2.16,0.85,25,2.9,1.744,20,19,4
109,Cargar pilas,Charge batteries,Descansar y recuperar fuerzas,Resting and regaining strength,5.357142857142857,1.704,28,6.2105263157894735,1.437,19,94.44444444444444,0.7083333333333334,24,5.333333333333333,1.847,18,15.789473684210526,19,5.947368421052632,1.224,19,5.25,1.939,24,11,2
110,Cargarle el muerto a alguien,Charge the dead body to someone,Culpar a alguien de algo que no ha hecho,Blaming someone for something they did not do,5.190476190476191,1.03,21,6.666666666666667,0.488,15,93.33333333333333,0.5652173913043478,23,4.142857142857143,2.242,21,38.095238095238095,21,1.8571428571428572,0.756,28,3.217391304347826,1.808,23,24,5
111,Casarse de penalti,To get married by penalty,Casarse estando embarazada la novia,Getting married while the bride is pregnant,2.7083333333333335,1.429,24,4.421052631578948,2.219,19,47.368421052631575,0.041666666666666664,24,1.619047619047619,1.244,21,0.0,20,2.6363636363636362,1.093,22,3.2941176470588234,1.448,17,16,3
112,Cavarse su propia tumba,Digging one's own grave,Hacer algo que te perjudicará,Doing something that will hurt you,4.5,2.236,20,6.6,0.681,20,90.0,0.782608695652174,23,5.826086956521739,1.37,23,83.33333333333334,18,1.4444444444444444,0.705,18,4.0,1.78,25,20,4
113,Caza de brujas,Witch hunt,Persecución por prejuicios,Persecution because of prejudice,2.7142857142857144,1.554,21,4.066666666666666,2.52,15,33.33333333333333,0.22727272727272727,22,3.789473684210526,2.149,19,28.57142857142857,21,1.9473684210526316,0.97,19,4.0,1.715,18,12,3
114,Cerrar a cal y canto,Close up with lime and stones,"Completamente cerrado, sin posibilidad de apertura","Completely closed, with no possibility of opening up",3.619047619047619,1.774,21,4.933333333333334,2.052,15,73.33333333333333,0.2608695652173913,23,3.4705882352941178,2.401,17,38.88888888888889,18,3.888888888888889,0.832,18,3.642857142857143,1.692,14,16,5
115,Cerrar el pico,Close the beak,Dejar de hablar excesivamente,Stop talking excessively,6.2,1.258,25,6.666666666666667,1.317,21,95.23809523809523,0.8695652173913043,23,6.0,1.063,24,52.63157894736842,19,2.5,1.012,22,3.6363636363636362,1.649,22,12,3
116,Cerrar filas,Close lines,Unirse para enfrentarse a algo,Joining to confront something,2.227272727272727,1.688,22,1.9545454545454546,1.914,22,9.090909090909092,0.2857142857142857,28,4.0625,1.526,16,5.0,20,3.25,1.165,8,2.7857142857142856,1.424,14,11,2
117,Cerrar heridas,Closing wounds,Intentar seguir adelante tras una época dolorosa ,Trying to move on after a painful time ,3.68,1.725,25,5.714285714285714,1.821,21,85.71428571428571,0.7,30,4.625,1.837,24,0.0,20,5.35,1.927,20,3.0,1.298,20,13,2
118,Cerrarle la boca a alguien,Shutting someone's mouth,"Hacer callar a alguien, diciéndole alguna verdad",Shutting someone up by telling them some truth,4.592592592592593,1.986,27,6.095238095238095,0.995,21,95.23809523809523,0.9130434782608695,23,6.037037037037037,1.224,27,63.1578947368421,19,3.909090909090909,1.77,22,4.7,1.867,20,22,5
119,Cerrarse en banda,Close in band,Mantenerse firme en un propósito sin hacer concesiones,Holding firm to a purpose without making concessions,5.580645161290323,1.803,31,6.0,1.378,21,95.23809523809523,0.7142857142857143,21,2.9545454545454546,1.988,22,76.19047619047619,21,1.8571428571428572,0.91,21,2.727272727272727,1.778,22,15,3
120,Chupar cámara,Sucking camera,Querer acaparar la atención,Wanting to hog the limelight,6.066666666666666,1.363,30,6.523809523809524,1.401,21,95.23809523809523,0.34782608695652173,23,4.571428571428571,2.249,21,5.0,20,3.111111111111111,1.013,27,3.793103448275862,1.78,29,12,2
121,Chupar del bote,Suck from the pot,Sacar provecho de un cargo o situación,Taking advantage of a position or situation,5.095238095238095,1.7,21,6.0,1.612,20,71.42857142857143,0.20833333333333334,24,5.454545454545454,1.711,22,66.66666666666666,18,2.0952380952380953,0.995,22,3.96,1.904,25,13,3
122,Chuparle la sangre a alguien,Sucking someone's blood,Aprovecharse de alguien,Taking advantage of someone,3.9047619047619047,1.814,21,5.15,2.455,20,70.0,0.4230769230769231,26,3.272727272727273,2.12,22,57.14285714285714,21,1.45,0.605,20,4.545454545454546,1.625,22,24,5
123,Chuparse el dedo,Sucking the thumb,Ser ingenuo,To be naive,5.733333333333333,1.437,30,6.285714285714286,1.102,21,76.19047619047619,0.4230769230769231,26,5.428571428571429,2.204,21,80.0,20,3.2413793103448274,1.902,29,3.1785714285714284,1.765,28,14,3
124,Coger carretera y manta,Taking the road and blanket,Irse de viaje,Going on a trip,3.7037037037037037,1.918,27,4.333333333333333,2.517,21,66.66666666666666,0.8181818181818182,22,4.0,2.284,24,56.52173913043478,23,3.75,1.39,16,2.933333333333333,1.668,15,20,4
125,Coger el rábano por las hojas,Taking the radish by the leaves,Interpretar algo de forma equivocada,Misinterpreting something,1.4,0.816,25,2.142857142857143,2.032,21,4.761904761904762,0.17391304347826086,23,4.588235294117647,2.399,17,35.294117647058826,17,4.0,2.16,4,4.6,1.265,10,24,6
126,Coger el toro por los cuernos,Taking the bull by the horns,Afrontar las dificultades,To face difficulties,5.05,1.791,20,6.4,0.883,20,100.0,0.23076923076923078,26,5.565217391304348,1.273,23,90.0,20,6.277777777777778,0.826,18,5.4,1.607,25,24,6
127,Coger las riendas,Taking the reins,Tomar el mando de algo,Taking charge of something,5.285714285714286,1.454,21,6.333333333333333,1.461,20,90.47619047619048,0.9565217391304348,23,6.2272727272727275,1.152,22,52.63157894736842,19,5.9523809523809526,0.865,22,4.08,1.656,25,15,3
128,Coger un globo,Taking a balloon,Efecto transitorio del consumo de una droga,Transitory effect of drug use,1.9523809523809523,1.83,21,1.7,1.625,20,15.0,0.038461538461538464,26,5.176470588235294,2.378,17,0.0,17,3.3333333333333335,1.033,6,2.9,1.912,10,12,3
129,Coger una mona,Taking a monkey,Emborracharse,Getting drunk,4.1,2.139,30,4.857142857142857,2.651,21,66.66666666666666,0.047619047619047616,21,4.611111111111111,2.118,18,0.0,23,3.0,1.717,20,4.5,2.064,22,12,3
130,Colgar el sambenito a alguien,To hang the sambenito on someone,Difamar a alguien culpándole de algo,Slandering someone by blaming them for something,2.6,1.545,30,4.142857142857143,2.33,21,38.095238095238095,0.19230769230769232,26,3.2222222222222223,2.29,18,42.10526315789473,19,1.8571428571428572,1.153,21,3.4782608695652173,1.78,23,25,5
131,Colgar las botas,Hanging up one's boots,Retirarse definitivamente de una actividad,Withdrawing permanently from an activity,3.142857142857143,1.982,21,3.35,2.455,20,50.0,0.4782608695652174,23,4.809523809523809,2.159,21,26.08695652173913,23,3.0,1.569,14,2.642857142857143,1.393,14,14,3
132,Comer como una lima,Eat like a file,Comer mucho,Eating too much,3.9523809523809526,2.617,21,4.85,2.661,20,60.0,0.4,30,1.8,1.508,20,25.0,20,4.55,1.356,20,4.190476190476191,2.04,21,16,4
133,Comer de gorra,Eating by cap,Comer a costa ajena (pagando otro),Eating at someone else's expense,2.8214285714285716,2.038,28,3.6315789473684212,2.733,19,52.63157894736842,0.2,25,1.9444444444444444,1.474,18,0.0,23,3.4375,1.413,16,4.117647058823529,1.799,17,12,3
134,Comer techo,Eating roof,No poder dormir por drogas o alcohol,Not being able to sleep because of drugs or alcohol,2.5238095238095237,2.159,21,3.0476190476190474,2.711,20,23.809523809523807,0.047619047619047616,21,3.0625,2.016,16,0.0,23,1.7272727272727273,0.905,12,2.6153846153846154,1.805,13,10,2
135,Comerle la oreja a alguien,Eating someone's ear,Intentar convencer a alguien hablándole con insistencia,Trying to convince someone by talking to them insistently,6.090909090909091,1.342,22,6.590909090909091,0.959,22,95.45454545454545,0.17391304347826086,23,5.0,1.645,18,71.42857142857143,21,2.68,1.249,25,3.6538461538461537,1.938,26,22,5
136,Comerse el coco,Eating the coconut,Pensar obsesivamente,Obsessive thinking,5.888888888888889,1.34,27,6.761904761904762,0.539,21,100.0,0.21739130434782608,23,5.615384615384615,2.061,26,15.254237288135593,20,2.772727272727273,1.771,22,4.0,2.186,19,13,3
137,Comerse el marrón,Eating the brown,Cargar con las culpas,Taking the blame,5.75,1.175,28,6.526315789473684,0.772,19,84.21052631578947,0.17391304347826086,23,2.6842105263157894,1.701,19,1.694915254237288,20,1.5263157894736843,0.612,19,3.3461538461538463,2.19,26,15,3
138,Comerse el mundo,Eating the world,Disposición a afrontar cualquier obstáculo para conquistar los objetivos,Willingness to face any obstacle to achieve goals,6.366666666666666,0.85,30,6.523809523809524,0.928,21,90.47619047619048,0.4,25,2.1904761904761907,1.965,21,62.71186440677966,20,6.620689655172414,0.561,29,6.620689655172414,0.677,29,14,3
139,Comerse la lengua el gato,Eating the cat's tongue,Permanecer callado,Remaining silent,5.476190476190476,1.436,21,6.75,0.444,20,100.0,0.36666666666666664,30,2.608695652173913,1.924,23,90.0,20,2.3,1.081,20,3.090909090909091,1.659,22,21,5
140,Comerse los mocos,Eating the boogers,No tener éxito,Not succeeding,4.8,2.082,25,4.523809523809524,2.502,21,42.857142857142854,0.08695652173913043,23,4.916666666666667,2.32,24,84.21052631578947,19,2.0454545454545454,1.09,22,2.4545454545454546,1.405,22,15,3
141,"Como te muerdas la lengua, te envenenas","If you bite your tongue, you poison yourself","Hablar mal, maldecir","Badmouthing, cursing",3.3,2.364,20,4.4,2.326,20,30.0,0.38095238095238093,21,3.409090909090909,2.039,22,10.0,20,1.411764705882353,0.618,17,4.625,1.884,24,33,7
142,Compra un bosque y piérdete,Buy a forest and get lost,Déjame en paz,Leave me alone,2.0,1.581,21,4.833333333333333,2.007,18,88.88888888888889,0.5833333333333334,24,5.157894736842105,2.218,19,10.0,20,1.7692307692307692,0.863,26,3.3157894736842106,1.635,19,23,5
143,Compuesta y sin novio,Composed and without a boyfriend,Deseo que no se cumple,Wish that is not fulfilled,1.95,1.468,20,2.6,2.088,20,5.0,0.08695652173913043,23,3.8095238095238093,2.04,21,35.294117647058826,17,3.0833333333333335,2.353,12,2.9130434782608696,1.411,23,18,4
144,Con el pan de mis hijos no se juega,You can't play with my children's bread,Advertencia cuando el trabajo de alguien está en peligro,Warning when someone's job is in jeopardy,2.740740740740741,1.789,27,3.4285714285714284,2.271,21,52.38095238095239,0.43333333333333335,30,5.37037037037037,1.843,27,84.21052631578947,19,3.9047619047619047,1.814,21,4.684210526315789,1.734,19,27,9
145,Conocer a alguien como si lo hubieras parido,Knowing someone as if you had given birth to him/her,Conocer muy bien a alguien,To know someone very well,6.285714285714286,1.007,21,7.0,0.0,15,100.0,1.0,24,4.380952380952381,2.133,21,78.94736842105263,19,5.857142857142857,1.044,28,4.304347826086956,1.82,23,37,8
146,Conocer el percal,Knowing the percale,Conocer bien algo o a alguien,To know something or someone well,5.0,1.732,27,5.904761904761905,1.895,21,90.47619047619048,0.4782608695652174,23,2.7916666666666665,2.0,24,5.0,20,4.421052631578948,0.961,19,2.823529411764706,1.59,17,15,3
147,Construir castillos en el aire,Build castles in the air,Fantasear o crearse ilusiones con poco fundamento,Fantasizing or creating illusions with little foundation,3.2857142857142856,2.028,21,3.7,2.557,20,55.00000000000001,0.5,24,1.9523809523809523,1.499,21,40.0,20,3.7058823529411766,1.611,17,3.588235294117647,1.543,17,26,5
148,Consultar con la almohada,Consult with the pillow,Meditar sobre algo posponiendo la decisión,Meditating on something and postponing the decision,5.48,1.475,25,6.428571428571429,1.326,21,76.19047619047619,0.5217391304347826,23,3.652173913043478,1.991,23,55.55555555555556,18,4.909090909090909,1.231,22,2.4545454545454546,1.595,22,22,4
149,Contar cuentos chinos,To tell Chinese tales,Decir cosas que no son ciertas,Saying things that are not true,5.233333333333333,2.012,30,6.523809523809524,0.68,21,95.23809523809523,0.2608695652173913,23,4.666666666666667,2.517,21,55.00000000000001,20,2.0689655172413794,0.842,29,3.206896551724138,1.677,29,19,3
150,Convertirse en una merienda de negros,Becoming a black man's snack,Confusión y desorden,Confusion and disorder,1.2916666666666667,0.69,24,2.8947368421052633,1.941,19,26.31578947368421,0.0,23,1.7647058823529411,1.3,17,11.11111111111111,18,1.625,0.916,8,3.1818181818181817,1.471,11,32,6
151,Correr la voz,Spread the voice,Difundir una noticia,To spread a news item,5.5,1.573,20,6.8,0.523,20,100.0,0.782608695652174,23,2.652173913043478,1.722,23,30.0,20,3.6666666666666665,0.84,18,3.6,1.658,25,11,3
152,Correr un tupido velo,Slide a thick veil,"Callar, omitir, olvidar algo","To remain silent, to omit, to forget something",4.838709677419355,2.478,31,5.380952380952381,1.746,21,85.71428571428571,0.3333333333333333,24,5.2272727272727275,1.824,22,50.0,20,4.315789473684211,1.376,19,2.888888888888889,1.323,18,18,4
153,Cortar el bacalao,Cut the codfish,Ser el que manda,To be the one in charge,4.16,2.035,25,5.476190476190476,2.272,21,66.66666666666666,0.043478260869565216,23,4.9,2.426,20,30.0,20,4.705882352941177,1.532,17,4.428571428571429,1.599,21,15,3
154,Cortar el rollo,Cut the roll,"Interrumpir, fastidiar","Interrupt, annoy",6.2272727272727275,1.378,22,6.181818181818182,1.593,22,77.27272727272727,0.43478260869565216,23,4.611111111111111,1.883,18,38.095238095238095,21,2.2,0.816,25,3.6666666666666665,2.094,27,13,3
155,Cortar las alas,Cut the wings,Impedirle a alguien que haga algo,To prevent someone from doing something,5.2272727272727275,1.688,22,6.409090909090909,1.221,22,86.36363636363636,0.47619047619047616,21,4.5,2.065,18,45.0,20,1.72,0.936,25,3.1153846153846154,2.233,26,13,3
156,Cortar por lo sano,Cut by the healthy part,"Ser expeditivo, sin consideraciones","To be expeditious, without consideration",5.238095238095238,1.546,21,5.777777777777778,1.263,18,94.44444444444444,0.44,25,3.45,1.959,20,77.77777777777779,18,4.076923076923077,1.647,26,4.476190476190476,1.662,21,15,4
157,Cortarse la coleta,Cutting off your ponytail,Retirarse definitivamente de una actividad,To withdraw definitively from an activity,1.8,1.414,25,3.1904761904761907,2.462,21,42.857142857142854,0.14285714285714285,21,5.647058823529412,1.73,17,13.043478260869565,23,4.166666666666667,1.642,12,4.083333333333333,1.379,12,16,3
