mwe,frequency,length,type,idiomaticity_score,is_idiomatic,known_idiom
¿es esto,0,2,noun_phrase,0.400,False,False
el desayuno,0,2,noun_phrase,0.400,False,False
", muévete",0,2,noun_phrase,0.400,False,False
y yo,0,2,noun_phrase,0.400,False,False
¿a mí,0,2,noun_phrase,0.400,False,False
el placer,0,2,noun_phrase,0.400,False,False
¿estás segura?,0,2,noun_phrase,0.400,False,False
qué lástima,0,2,noun_phrase,0.400,False,False
absolutamente nada,0,2,noun_phrase,0.400,False,False
mi tesoro,0,2,noun_phrase,0.400,False,False
qué hablas,0,2,noun_phrase,0.400,False,False
nada malo,0,2,noun_phrase,0.400,False,False
una oportunidad,0,2,noun_phrase,0.400,False,False
más tiempo,0,2,noun_phrase,0.400,False,False
", chicas",0,2,noun_phrase,0.400,False,False
¿como quién,0,2,noun_phrase,0.400,False,False
¿todos listos,0,2,noun_phrase,0.400,False,False
¿tu mamá,0,2,noun_phrase,0.400,False,False
la cárcel,0,2,noun_phrase,0.400,False,False
"hola, corazón.",0,2,noun_phrase,0.400,False,False
el principio,0,2,noun_phrase,0.400,False,False
¿qué piensas,0,2,noun_phrase,0.400,False,False
¿estás nerviosa?,0,2,noun_phrase,0.400,False,False
fue él,0,2,noun_phrase,0.400,False,False
un momento,0,2,noun_phrase,0.400,False,False
", yo",0,2,noun_phrase,0.400,False,False
", amigo",0,2,noun_phrase,0.400,False,False
"sí, ¿verdad",0,2,noun_phrase,0.400,False,False
"ay, cielos",0,2,noun_phrase,0.400,False,False
ocho años,0,2,noun_phrase,0.400,False,False
", exacto",0,2,noun_phrase,0.400,False,False
", vámonos",0,2,noun_phrase,0.400,False,False
¿lo juras,0,2,noun_phrase,0.400,False,False
¿escuchas eso?,0,2,noun_phrase,0.400,False,False
las mujeres,0,2,noun_phrase,0.400,False,False
mucho frío,0,2,noun_phrase,0.400,False,False
es lo,31,2,ngram,0.300,False,False
es mi,26,2,ngram,0.300,False,False
te lo,22,2,ngram,0.300,False,False
es tu,21,2,ngram,0.300,False,False
se lo,15,2,ngram,0.300,False,False
que te,15,2,ngram,0.300,False,False
me lo,12,2,ngram,0.300,False,False
¿qué es lo que,6,4,ngram,0.300,False,False
es todo lo que,5,4,ngram,0.300,False,False
que ser una broma,0,4,noun_phrase,0.300,False,False
"no, no lo",23,3,ngram,0.300,False,False
"no, no, no,",11,3,ngram,0.300,False,False
no lo sé.,10,3,ngram,0.300,False,False
es tan,9,2,ngram,0.200,False,False
pero no,9,2,ngram,0.200,False,False
es su,7,2,ngram,0.200,False,False
que lo,7,2,ngram,0.200,False,False
es para,7,2,ngram,0.200,False,False
no le,7,2,ngram,0.200,False,False
y lo,6,2,ngram,0.200,False,False
que me,6,2,ngram,0.200,False,False
está en,6,2,ngram,0.200,False,False
que se,5,2,ngram,0.200,False,False
a estar,5,2,ngram,0.200,False,False
está mi,5,2,ngram,0.200,False,False
voy a,40,2,ngram,0.200,False,False
tengo que,25,2,ngram,0.200,False,False
"no, no,",23,2,ngram,0.200,False,False
no tengo,19,2,ngram,0.200,False,False
no estoy,19,2,ngram,0.200,False,False
"no, no.",10,2,ngram,0.200,False,False
pero no lo,4,3,ngram,0.200,False,False
sí que lo,0,3,noun_phrase,0.200,False,False
"no, no, no.",7,3,ngram,0.200,False,False
"no, no es",6,3,ngram,0.200,False,False
a la cama.,6,3,ngram,0.200,False,False
es una buena,6,3,ngram,0.200,False,False
"no, no, no, no,",6,4,ngram,0.200,False,False
a la policía.,5,3,ngram,0.200,False,False
no está bien.,5,3,ngram,0.200,False,False
"no, no, no, no.",5,4,ngram,0.200,False,False
está tu,4,2,ngram,0.100,False,False
se está,4,2,ngram,0.100,False,False
es por,4,2,ngram,0.100,False,False
de mi,4,2,ngram,0.100,False,False
por su,3,2,ngram,0.100,False,False
están los,3,2,ngram,0.100,False,False
que no,3,2,ngram,0.100,False,False
es de,3,2,ngram,0.100,False,False
sí lo,0,2,noun_phrase,0.100,False,False
"no, no",51,2,ngram,0.100,False,False
no tenemos,8,2,ngram,0.100,False,False
no seas,8,2,ngram,0.100,False,False
no soy,7,2,ngram,0.100,False,False
"sí, sí.",5,2,ngram,0.100,False,False
no lo hagas.,4,3,ngram,0.100,False,False
no te preocupes.,4,3,ngram,0.100,False,False
no es asunto,4,3,ngram,0.100,False,False
es un buen,4,3,ngram,0.100,False,False
no lo hice.,4,3,ngram,0.100,False,False
no te preocupes,4,3,ngram,0.100,False,False
no es nada.,4,3,ngram,0.100,False,False
no es verdad.,3,3,ngram,0.100,False,False
no es justo.,3,3,ngram,0.100,False,False
no es cierto.,3,3,ngram,0.100,False,False
es un problema.,3,3,ngram,0.100,False,False
no es culpa,3,3,ngram,0.100,False,False
no tengo nada,3,3,ngram,0.100,False,False
es una mierda.,3,3,ngram,0.100,False,False
no lo hizo.,3,3,ngram,0.100,False,False
no es necesario.,3,3,ngram,0.100,False,False
no es bueno.,3,3,ngram,0.100,False,False
es una locura.,3,3,ngram,0.100,False,False
no está aquí.,3,3,ngram,0.100,False,False
no lo creo.,3,3,ngram,0.100,False,False
no es gracioso.,3,3,ngram,0.100,False,False
no lo es.,3,3,ngram,0.100,False,False
no lo hiciste.,3,3,ngram,0.100,False,False
no lo sabía.,3,3,ngram,0.100,False,False
no tengo nada que,3,4,ngram,0.100,False,False
es una buena idea.,3,4,ngram,0.100,False,False
"no, no, no, no, no.",3,5,ngram,0.100,False,False
"no, no, no, no, no,",3,5,ngram,0.100,False,False
es un buen chico,0,4,noun_phrase,0.100,False,False
es una buena idea,0,4,noun_phrase,0.100,False,False
es la única manera,0,4,noun_phrase,0.100,False,False
es un secreto,0,3,noun_phrase,0.100,False,False
no estoy de humor,0,4,noun_phrase,0.100,False,False
es un idiota,0,3,noun_phrase,0.100,False,False
"no, no lo entiendes",0,4,noun_phrase,0.100,False,False
es una promesa,0,3,noun_phrase,0.100,False,False
es una emergencia,0,3,noun_phrase,0.100,False,False
es un sueño,0,3,noun_phrase,0.100,False,False
es una estupidez,0,3,noun_phrase,0.100,False,False
no soy como tú,0,4,noun_phrase,0.100,False,False
es el momento,0,3,noun_phrase,0.100,False,False
no es buena idea,0,4,noun_phrase,0.100,False,False
es una niña,0,3,noun_phrase,0.100,False,False
es una buena chica,0,4,noun_phrase,0.100,False,False
son las reglas,0,3,noun_phrase,0.100,False,False
no es él,0,3,noun_phrase,0.100,False,False
es una cita,0,3,noun_phrase,0.100,False,False
es un error,0,3,noun_phrase,0.100,False,False
es la hora,0,3,noun_phrase,0.100,False,False
no seas idiota,0,3,noun_phrase,0.100,False,False
no es ella,0,3,noun_phrase,0.100,False,False
es un problema,0,3,noun_phrase,0.100,False,False
no es un buen momento,0,5,noun_phrase,0.100,False,False
es un trato,0,3,noun_phrase,0.100,False,False
es un truco,0,3,noun_phrase,0.100,False,False
es un milagro,0,3,noun_phrase,0.100,False,False
no es nadie,0,3,noun_phrase,0.100,False,False
es una pesadilla,0,3,noun_phrase,0.100,False,False
no es eso,0,3,noun_phrase,0.100,False,False
es un hecho,0,3,noun_phrase,0.100,False,False
es un placer conocerte,0,4,noun_phrase,0.100,False,False
"no, no es nada",0,4,noun_phrase,0.100,False,False
es una señal,0,3,noun_phrase,0.100,False,False
es una sorpresa,0,3,noun_phrase,0.100,False,False
no lo mates,0,3,noun_phrase,0.100,False,False
no eres nada,0,3,noun_phrase,0.100,False,False
es una fiesta,0,3,noun_phrase,0.100,False,False
es un alivio,0,3,noun_phrase,0.100,False,False
no la conoces,0,3,noun_phrase,0.100,False,False
no lo conoces,0,3,noun_phrase,0.100,False,False
no lo arruines,0,3,noun_phrase,0.100,False,False
es un juego,0,3,noun_phrase,0.100,False,False
no es la gran cosa,0,5,noun_phrase,0.100,False,False
"no, no es eso",0,4,noun_phrase,0.100,False,False
es un honor,0,3,noun_phrase,0.100,False,False
no es nada,0,3,noun_phrase,0.100,False,False
es la ley,0,3,noun_phrase,0.100,False,False
no sería la primera vez,0,5,noun_phrase,0.100,False,False
no es mía,0,3,noun_phrase,0.100,False,False
no lo entiendes,0,3,noun_phrase,0.100,False,False
es la policía,0,3,noun_phrase,0.100,False,False
es una pena,0,3,noun_phrase,0.100,False,False
"no, no es verdad",0,4,noun_phrase,0.100,False,False
no esta noche,0,3,noun_phrase,0.100,False,False
es una mala idea,0,4,noun_phrase,0.100,False,False
no lo escuches,0,3,noun_phrase,0.100,False,False
es la primera vez,0,4,noun_phrase,0.100,False,False
es una gran idea,0,4,noun_phrase,0.100,False,False
no soy nadie,0,3,noun_phrase,0.100,False,False
no la toques,0,3,noun_phrase,0.100,False,False
no es gran cosa,0,4,noun_phrase,0.100,False,False
es una mujer,0,3,noun_phrase,0.100,False,False
no lo olvides,0,3,noun_phrase,0.100,False,False
es una lástima,0,3,noun_phrase,0.100,False,False
no es problema,0,3,noun_phrase,0.100,False,False
es un niño,0,3,noun_phrase,0.100,False,False
es una chica,0,3,noun_phrase,0.100,False,False
es una tontería,0,3,noun_phrase,0.100,False,False
es un hombre,0,3,noun_phrase,0.100,False,False
es un regalo,0,3,noun_phrase,0.100,False,False
es una locura,0,3,noun_phrase,0.100,False,False
es una belleza,0,3,noun_phrase,0.100,False,False
es una larga historia,0,4,noun_phrase,0.100,False,False
es una bomba,0,3,noun_phrase,0.100,False,False
es un comienzo,0,3,noun_phrase,0.100,False,False
no esta vez,0,3,noun_phrase,0.100,False,False
es una vergüenza,0,3,noun_phrase,0.100,False,False
es un buen tipo,0,4,noun_phrase,0.100,False,False
es un genio,0,3,noun_phrase,0.100,False,False
no es una buena idea,0,5,noun_phrase,0.100,False,False
no la veo,0,3,noun_phrase,0.100,False,False
es un monstruo,0,3,noun_phrase,0.100,False,False
es una pérdida,0,3,noun_phrase,0.100,False,False
no es verdad,0,3,noun_phrase,0.100,False,False
es una orden,0,3,noun_phrase,0.100,False,False
es la verdad,0,3,noun_phrase,0.100,False,False
es una trampa,0,3,noun_phrase,0.100,False,False
es una mentira,0,3,noun_phrase,0.100,False,False
es un desastre,0,3,noun_phrase,0.100,False,False
es una buena pregunta,0,4,noun_phrase,0.100,False,False
es la única forma,0,4,noun_phrase,0.100,False,False
no lo harías,0,3,noun_phrase,0.100,False,False
es un placer,0,3,noun_phrase,0.100,False,False
es una posibilidad,0,3,noun_phrase,0.100,False,False
es el destino,0,3,noun_phrase,0.100,False,False
no es broma,0,3,noun_phrase,0.100,False,False
es una mierda,0,3,noun_phrase,0.100,False,False
no soy gay,0,3,noun_phrase,0.100,False,False
no es la primera vez,0,5,noun_phrase,0.100,False,False
no eres tú,0,3,noun_phrase,0.100,False,False
no es mala idea,0,4,noun_phrase,0.100,False,False
es un chiste,0,3,noun_phrase,0.100,False,False
es un amigo,0,3,noun_phrase,0.100,False,False
no seas ridícula,0,3,noun_phrase,0.100,False,False
es un policía,0,3,noun_phrase,0.100,False,False
es un buen hombre,0,4,noun_phrase,0.100,False,False
no lo,122,2,ngram,0.000,False,False
no es,91,2,ngram,0.000,False,False
lo que,79,2,ngram,0.000,False,False
no me,54,2,ngram,0.000,False,False
no te,47,2,ngram,0.000,False,False
es una,40,2,ngram,0.000,False,False
es un,38,2,ngram,0.000,False,False
es muy,27,2,ngram,0.000,False,False
a la,20,2,ngram,0.000,False,False
es el,20,2,ngram,0.000,False,False
es la,19,2,ngram,0.000,False,False
no está,19,2,ngram,0.000,False,False
no se,17,2,ngram,0.000,False,False
no la,9,2,ngram,0.000,False,False
en el,7,2,ngram,0.000,False,False
por la,6,2,ngram,0.000,False,False
en la,6,2,ngram,0.000,False,False
no es tan,6,3,ngram,0.000,False,False
por el,5,2,ngram,0.000,False,False
está muy,5,2,ngram,0.000,False,False
no me lo,5,3,ngram,0.000,False,False
no eres,4,2,ngram,0.000,False,False
en ello.,4,2,ngram,0.000,False,False
"sí, sí,",4,2,ngram,0.000,False,False
con ella.,4,2,ngram,0.000,False,False
no es lo,4,3,ngram,0.000,False,False
no te preocupes por,4,4,ngram,0.000,False,False
no tenía,3,2,ngram,0.000,False,False
no está.,3,2,ngram,0.000,False,False
es ella.,3,2,ngram,0.000,False,False
no será,3,2,ngram,0.000,False,False
está el,3,2,ngram,0.000,False,False
no es la,3,3,ngram,0.000,False,False
no es un,3,3,ngram,0.000,False,False
no es lo que,3,4,ngram,0.000,False,False
es uno,0,2,noun_phrase,0.000,False,False
no es el momento,0,4,noun_phrase,0.000,False,False
no es una broma,0,4,noun_phrase,0.000,False,False
no es de tu incumbencia,0,5,noun_phrase,0.000,False,False
no es su culpa,0,4,noun_phrase,0.000,False,False
no es por eso,0,4,noun_phrase,0.000,False,False
no es mi culpa,0,4,noun_phrase,0.000,False,False
no es mi problema,0,4,noun_phrase,0.000,False,False
no es lo mismo,0,4,noun_phrase,0.000,False,False
no es tu culpa,0,4,noun_phrase,0.000,False,False
no es un problema,0,4,noun_phrase,0.000,False,False
son ellos,0,2,noun_phrase,0.000,False,False
es ella,0,2,noun_phrase,0.000,False,False
